,classes,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
6011,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6012,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6013,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6014,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6015,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6016,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6017,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
6018,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
6019,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6020,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6021,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
6022,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves
6023,poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
6024,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6025,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
6026,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
6027,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves
6028,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6029,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6030,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
6031,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
6032,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6033,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
6034,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
6035,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
6036,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6037,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6039,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
6041,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6042,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6043,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
6044,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6045,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
6046,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6047,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods
6048,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
6049,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
6050,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
6051,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
6052,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
6053,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6054,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6055,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
6056,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6057,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
6058,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
6059,poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6060,poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6061,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6062,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6063,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6064,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
6065,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6066,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
6067,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
6069,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
6070,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods
6071,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6072,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6073,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6074,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6075,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6076,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6077,poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6078,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
6079,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6080,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6081,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
6082,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6083,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
6084,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6085,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6086,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
6087,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6088,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6089,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
6090,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6091,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6092,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
6093,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6094,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6095,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6096,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
6097,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
6098,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods
6099,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6100,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
6101,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
6102,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6103,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6104,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
6105,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6106,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6107,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6108,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6109,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
6110,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
6111,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6112,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
6113,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6114,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6115,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
6116,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6117,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6118,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6119,poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
6121,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
6122,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
6123,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6124,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6125,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6126,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6127,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6128,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6129,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods
6130,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
6131,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
6132,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
6133,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
6134,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6135,poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
6136,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
6137,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
6138,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
6139,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6140,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
6141,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6143,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6144,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6145,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6146,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6148,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
6149,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
6150,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6151,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
6152,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
6153,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
6154,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
6155,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
6156,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
6157,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
6158,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
6159,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
6160,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6161,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6162,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
6163,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
6164,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6165,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6166,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
6167,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
6168,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6169,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6170,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6171,poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
6172,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6173,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6174,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
6175,poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6176,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6177,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
6178,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
6179,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6180,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6181,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
6182,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6183,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
6184,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6185,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
6186,poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
6187,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
6188,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods
6189,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6190,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
6191,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6192,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6193,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6195,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6196,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6197,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6198,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
6199,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
6200,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6201,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
6202,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
6204,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
6205,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
6206,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6207,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6208,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
